,OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough,longitude,latitude
251,252,0.158004373564,0.00102526406057,Whitestone,252,Queens,1035284.3506037295,226535.67575798184
252,253,0.0360514998192,7.83395761191e-05,Willets Point,253,Queens,1028089.2941992357,216347.57580626756
253,254,0.0858863754861,0.000360040216032,Williamsbridge/Olinville,254,Bronx,1023452.0595609248,261123.1932335347
254,255,0.0623841997664,0.000172309184842,Williamsburg (North Side),255,Brooklyn,996089.8768913746,201154.9004631713
255,256,0.0679149669603,0.000168611097013,Williamsburg (South Side),256,Brooklyn,995524.6456157714,198307.92525927722
256,257,0.0586690259793,0.00013890947321,Windsor Terrace,257,Brooklyn,989900.710576646,177356.5655817017
257,258,0.0890133787693,0.000366209617143,Woodhaven,258,Queens,1024479.3818054646,190685.32452099025
258,259,0.126750305191,0.000394552487366,Woodlawn/Wakefield,259,Bronx,1023971.1365800872,266866.0327182561
259,260,0.133514154636,0.000422345326907,Woodside,260,Queens,1010063.1004046053,211298.52913636714
260,261,0.0271204563616,3.43423231652e-05,World Trade Center,261,Manhattan,980744.5722485706,197628.27245575935
261,262,0.0490636231541,0.000122330270966,Yorkville East,262,Manhattan,999443.4972422048,222247.38159526885
262,263,0.0370166252994,6.57697664169e-05,Yorkville West,263,Manhattan,997818.2714909017,223006.18593746424
